lat,lon,uv_month_1,uv_month_2,uv_month_3,uv_month_4,uv_month_5,uv_month_6,uv_month_7,uv_month_8,uv_month_9,uv_month_10,uv_month_11,uv_month_12
22.56,9.82,1.3317952314165498,1.6929738058551618,2.1446143057503506,2.427101449275362,2.554460028050491,2.6153623188405795,2.8224964936886394,2.630883590462833,2.264130434782609,1.8592987377279104,1.430072463768116,1.219326788218794
22.56,10.82,1.3455820476858344,1.7184283513097072,2.1616129032258065,2.4239565217391306,2.550266479663394,2.65936231884058,2.815946704067321,2.630813464235624,2.2994202898550724,1.8573352033660588,1.4567246376811593,1.2245021037868162
23.56,-3.18,1.0820056100981768,1.3750077041602464,1.7899158485273492,2.2130869565217393,2.3352454417952315,2.3689710144927534,2.3613323983169705,2.2649649368863956,2.000797101449275,1.6257503506311362,1.2474202898550726,0.9740532959326789
23.56,-2.18,1.1214866760168303,1.4396147919876732,1.837208976157083,2.2426521739130436,2.340266479663394,2.391942028985507,2.400841514726508,2.2791865357643757,1.9994484760522495,1.6444740532959328,1.2658260869565217,1.0079663394109397
23.56,-1.18,1.1434502103786817,1.4842681047765793,1.8790603085553996,2.287405797101449,2.3846844319775595,2.408985507246377,2.4274193548387095,2.2760448807854137,2.024521739130435,1.6689481065918654,1.2741449275362318,1.0203927068723702
23.56,-0.18,1.1674754558204767,1.5218489984591679,1.939719495091164,2.279608695652174,2.4076998597475456,2.4337536231884056,2.447587657784011,2.2888639551192145,2.066898550724638,1.6844600280504909,1.2688985507246375,1.0399859747545581
23.56,0.82,1.160827489481066,1.4902773497688753,1.8946283309957923,2.2798695652173913,2.41109396914446,2.4432898550724635,2.4332258064516132,2.2820757363253854,2.0617971014492755,1.6867180925666196,1.2804347826086957,1.0357363253856944
23.56,1.82,1.144389901823282,1.476979969183359,1.9338569424964935,2.305072463768116,2.450743338008415,2.451173913043478,2.500981767180926,2.3141514726507713,2.076898550724638,1.7021598877980366,1.290086956521739,1.044446002805049
23.56,2.82,1.1407293127629734,1.4736517719568567,1.9309537166900421,2.304608695652174,2.425848527349229,2.4311739130434784,2.4827769985974757,2.3276157082748945,2.0855072463768116,1.6913464235624125,1.2879420289855072,1.043492286115007
23.56,3.82,1.156984572230014,1.5322804314329739,2.0013183730715287,2.333028985507246,2.4927208976157083,2.4996521739130433,2.605736325385694,2.4394670406732115,2.160347826086957,1.7202524544179523,1.309536231884058,1.0622300140252454
23.56,4.82,1.2124263674614306,1.5560862865947611,1.9910518934081345,2.361057971014493,2.4969144460028048,2.5207391304347824,2.6212622720897616,2.454431977559607,2.1770724637681163,1.757671809256662,1.3460144927536233,1.1065638148667603
23.56,5.82,1.26945301542777,1.6473497688751928,2.141318373071529,2.478217391304348,2.591612903225806,2.596594202898551,2.7302524544179523,2.52507713884993,2.227985507246377,1.8261290322580646,1.407449275362319,1.1560028050490885
23.56,6.82,1.2849088359046283,1.66673343605547,2.1360729312762974,2.4789565217391303,2.5640392706872372,2.6024927536231885,2.790014025245442,2.5774474053295933,2.2575217391304347,1.8301963534361851,1.4116666666666666,1.1655960729312764
23.56,7.82,1.2582748948106592,1.6286286594761172,2.1190743338008415,2.4556376811594203,2.5683870967741935,2.621840579710145,2.8122019635343616,2.6078260869565217,2.267826086956522,1.8244600280504908,1.3872028985507245,1.1432678821879383
23.56,8.82,1.2125666199158487,1.5571186440677967,2.038779803646564,2.3737826086956524,2.524796633941094,2.6134782608695653,2.830757363253857,2.6296353436185136,2.2442898550724637,1.7781486676016829,1.3498985507246377,1.1107994389901823
23.56,9.82,1.2531697054698456,1.6108628659476119,2.1017952314165496,2.400623188405797,2.541584852734923,2.650333333333333,2.8746563814866763,2.6528892005610096,2.2537971014492753,1.8081907433380084,1.3589855072463768,1.1317671809256662
23.56,10.82,1.2553856942496495,1.61959938366718,2.0531416549789623,2.337217391304348,2.510532959326788,2.611565217391304,2.806647966339411,2.654782608695652,2.278826086956522,1.794235624123422,1.3635507246376812,1.1389200561009818
