REGISTRY,SEX,AGE_GROUP,P0_4,P5_9,P10_14,P15_19,P20_24,P25_29,P30_34,P35_39,P40_44,P45_49,P50_54,P55_59,P60_64,P65_69,P70_74,P75_79,P80_84,P85,P_unk
101200399,1,16,198107,171680,201529,229354,222985,186424,143895,115437,102035,90152,72629,58502,35295,31902,26195,38618,0,0,0
101200399,2,16,187954,164705,192936,220543,216865,179204,143562,118822,106187,94310,73365,55235,35816,32706,27294,37759,0,0,0
101200799,1,16,121146,111843,138024,177363,213520,211122,168230,136163,113830,74073,76882,69633,44755,36821,27765,47873,0,0,2277
101200799,2,16,115056,106539,131867,169364,202499,193610,160415,134393,115243,76392,77989,70152,50311,45914,38939,71231,0,0,3831
120400199,1,16,140801,114913,106897,95540,108835,99107,94564,79322,63880,49858,32790,25362,15230,13334,6163,6834,0,0,0
120400199,2,16,135664,120830,129693,110212,112347,117817,112575,84930,66404,50117,37565,32459,19006,17528,9075,12437,0,0,0
125009099,1,18,127023,141220,146429,135360,109827,95955,95108,101928,114362,124752,118442,97507,78862,56174,39078,27363,15257,10303,0
125009099,2,18,123793,134124,138635,129934,110751,111087,114516,121123,127397,135305,124080,103486,84957,61464,46570,38392,25020,25178,0
140400199,1,16,279114,272600,264655,233357,230324,191992,160853,126347,98318,80031,53108,40872,28792,20510,14654,22043,0,0,0
140400199,2,16,276237,267578,265319,237653,248169,198277,163320,116467,88854,72683,47953,39984,28059,21315,15336,29388,0,0,0
140400299,1,16,931817,736907,609959,552200,926389,1040536,868193,635589,456484,333416,215463,136371,79601,42817,25634,24760,0,0,0
140400299,2,16,922210,747831,641548,698122,1166014,1063630,769085,514730,336070,228158,142897,91120,57514,34255,23756,33232,0,0,0
148000099,1,18,173858,206761,239774,244658,249333,222422,233463,245061,212969,226384,233569,201985,167863,117402,71795,48527,29558,15739,0
148000099,2,18,170839,202642,235030,241710,246135,220217,231349,241403,209749,224705,235058,206635,176706,129622,83198,59588,38725,34402,0
150400199,1,16,1010720,873717,826665,809583,908210,899980,888097,797142,760843,665772,647569,546700,436569,222434,159069,217513,0,0,0
150400199,2,16,964177,837096,791197,801676,934467,919594,905893,835700,783585,705155,689467,548888,417293,232894,201367,289298,0,0,0
169000099,1,16,19654,15934,14575,13633,15394,17867,20863,19102,18896,17480,16456,15457,10598,7138,4477,4947,0,0,0
169000099,2,16,18752,15806,14531,12971,12941,15467,18965,19740,17561,18749,18242,15047,10750,7405,5157,10692,0,0,0
171000199,1,16,238379,200163,210669,235071,150095,106893,74670,59235,38421,41190,49456,47395,39224,25436,22773,30056,0,0,0
171000199,2,16,232920,194307,186279,216551,169212,110190,83244,77859,75261,80753,86541,67414,49460,36397,40980,86863,0,0,0
171600170,1,16,273264,190651,159387,164054,162352,149768,130837,104660,82610,62010,46981,42722,31280,18928,11175,13988,0,0,0
171600170,2,16,277748,196374,170654,196311,215277,192122,155720,116451,88076,68308,59266,50295,33344,21739,15537,21369,0,0,0
171600270,1,16,561050,421582,359702,363615,447745,410987,359519,308016,230195,145538,96090,70755,45366,29422,19402,27770,0,0,0
171600270,2,16,576947,445038,399076,491494,527209,489236,390314,286603,201292,126120,88511,81751,53089,36779,24836,38269,0,0,0
180000299,1,16,1074309,796041,607876,631885,830050,747704,525955,382382,269218,181566,118423,62471,43801,23743,17107,27528,0,0,0
180000299,2,16,975735,765346,691385,930529,1163837,905346,555985,382492,239761,154655,122457,67125,50238,28277,26762,47645,0,0,0
180000399,1,16,207903,187004,170734,132638,95210,74843,59054,47561,37872,27420,22312,13990,11054,7587,6279,9831,0,0,0
180000399,2,16,193556,178230,165529,135821,111046,84687,66751,51352,42535,30087,28077,16899,15503,10492,9864,13032,0,0,0
203200599,1,18,169994,165612,171670,176905,164121,144252,139128,134604,117119,104068,97780,88156,78138,63450,47359,31787,18443,11731,0
203200599,2,18,159980,156203,164523,171439,160158,144334,141751,137599,119524,107368,103697,95466,85938,74468,60812,48366,35368,32468,0
203200799,1,18,413093,377468,402395,421637,393730,353067,337027,289951,242491,227694,215091,205033,179289,139561,102294,75652,47868,27797,0
203200799,2,18,398482,365408,389817,411857,389616,353039,349958,306864,261028,248111,235973,229995,204979,166734,130735,106385,79023,59206,0
207600299,1,17,191807,198198,211732,225387,247894,265693,264935,235161,194817,172038,151284,121604,92562,64705,41902,27502,27116,0,0
207600299,2,17,183698,191905,208499,223913,248227,272864,278367,250504,213946,197510,180384,151281,120329,87030,58874,42508,46712,0,0
207600399,1,17,71718,71542,73996,79052,85757,94837,92691,82759,74413,70571,66116,57914,46555,35854,25706,18126,19393,0,0
207600399,2,17,68425,67849,68846,74549,81896,90212,90569,82320,76729,74315,70828,62721,52321,41909,31811,24498,31360,0,0
207600699,1,18,138358,142765,169743,175283,203551,215365,199229,172203,159943,145530,131338,105549,79252,57139,43315,28275,16939,9843,0
207600699,2,18,133375,137166,164663,171086,204871,222477,207723,182702,174073,162972,149395,122721,96254,70334,56823,42357,30072,22946,0
207601199,1,18,83183,90074,93316,104917,102868,111613,109060,95310,81006,71749,59968,47867,36448,26714,16656,10255,5310,4215,0
207601199,2,18,79525,87662,93056,105587,110576,125567,127614,115631,98954,89577,76982,62964,50502,38211,26170,18553,12776,11293,0
207601299,1,18,233275,234585,259393,292026,299347,313938,316419,292960,260797,240879,213781,179325,142806,104956,68632,45489,29185,16925,0
207601299,2,18,222796,226353,248247,283738,298570,322490,334994,318523,289178,274742,260074,226503,184350,140686,98771,71791,53255,39726,0
207601399,1,18,72280,82786,90700,96735,96922,99627,96896,85798,73671,69109,59383,45530,34877,26513,17260,11554,6050,5173,0
207601399,2,18,68984,80768,89716,96713,102216,111201,110460,100024,88932,84760,73685,59793,49002,38308,27310,20798,12684,11712,0
207601599,1,18,148058,157887,172710,192295,189985,191367,192712,180693,164137,151055,135570,113893,85437,64094,41819,27702,16191,11730,0
207601599,2,18,141429,153248,168832,190464,194819,210800,219766,212829,198426,185561,172995,152153,125885,101261,73831,56238,38427,32423,0
207601799,1,18,24208,24757,25223,25882,26798,30019,31117,28974,25257,22918,21677,19236,15363,10976,7283,5411,3758,2336,0
207601799,2,18,22999,22608,23548,25003,26758,29990,31389,29113,26058,24581,23799,21701,17295,12935,9549,7488,6263,4413,0
207601899,1,18,339252,351816,404895,467416,481297,516268,525984,489238,414918,382023,357725,311023,243979,186680,130892,89673,56924,39179,0
207601899,2,18,323818,339368,395397,469355,490588,546578,577371,546375,474263,450324,437306,396672,327964,260534,191829,143147,105896,90158,0
215200199,1,17,64985,68466,70818,79058,81103,71610,63056,62221,66228,71036,68649,56036,46258,34469,25910,18462,21370,0,0
215200199,2,17,62748,66047,68360,75654,80114,74093,66967,64377,66986,70209,67071,56487,49572,39167,31673,24878,35335,0,0
215200399,1,17,75375,70340,66986,72211,77542,85357,80554,72598,73525,69490,64051,53924,39199,25615,15699,9618,8209,0,0
215200399,2,17,73437,67414,63280,68201,71593,71751,67740,65529,60895,57037,55159,44998,35154,25729,18480,13085,15223,0,0
217000199,1,18,452158,452449,469176,505327,519434,498583,461088,407779,362082,350568,328434,264803,202201,148250,102481,70890,40743,28255,0
217000199,2,18,431234,436992,459486,491508,505591,501148,492818,449437,408679,414161,402058,341067,267262,200363,145442,115882,65795,55646,0
217000299,1,18,203070,209533,221540,246076,258775,242313,222292,195412,174704,168779,153065,125745,98566,74102,52417,34654,21947,19409,0
217000299,2,18,192737,198927,211749,242747,264008,250390,232055,214003,203789,204834,190847,159137,125700,96470,70550,48747,32459,33393,0
217000399,1,18,58292,63962,74232,87261,91454,81193,74986,67249,62763,65228,65375,59464,48534,36553,25918,16882,10474,9331,0
217000399,2,18,57297,62135,71761,84805,91886,84554,80431,75458,73534,78898,80789,74649,61785,47216,33801,22490,14679,14790,0
217000499,1,18,65675,67979,75619,85868,86741,82153,76305,67862,59480,54888,49912,41307,34154,26440,19522,13293,8516,7991,0
217000499,2,18,63262,65610,73248,84116,85765,83373,81399,77272,71868,69322,63640,52257,42773,33422,25164,17324,11403,12173,0
218800099,1,18,752826,755961,778419,848199,907567,921622,832328,704771,608323,582460,546924,455681,344307,238364,168062,117245,74440,60831,0
218800099,2,18,716966,717844,738362,801862,842177,868290,797522,695850,612321,596320,559898,468656,357162,248610,180583,131998,90842,85318,0
221800199,1,16,398523,408059,405647,392532,417698,448835,377510,306679,257414,258534,209467,185663,139904,104940,64642,96228,0,0,0
221800199,2,16,382761,400947,389660,386943,429556,463897,398868,340315,293116,304291,244938,214469,161026,123202,82634,136412,0,0,0
221800399,1,18,623452,625136,648664,588605,579640,557369,523982,439350,388546,358989,298617,243003,167028,120867,84508,59045,39372,30531,0
221800399,2,18,601779,610657,629168,599227,594025,571786,537809,456145,407968,385732,316075,259506,184241,138627,101206,71803,53022,47722,0
221800599,1,18,400680,406705,401007,367740,317373,280511,258252,239252,218192,193336,166090,138779,111698,85625,63538,45808,31891,25056,0
221800599,2,18,398189,404176,398515,365454,315400,278765,256648,237764,216834,192133,165058,137916,111004,85092,63143,45523,27730,28861,0
225009199,1,18,48497,57315,62759,62298,48308,40258,37955,40636,54828,67570,73666,67643,57837,47981,36635,29838,20502,17197,0
225009199,2,18,46947,55958,61415,58832,46070,48878,51101,55755,72742,84506,89516,77364,68348,56335,43532,38068,29217,34353,0
225009299,1,18,56306,67217,74843,70593,50668,41025,39136,44467,60840,67782,72686,65519,56403,48363,35225,26113,17140,15677,0
225009299,2,18,55443,65199,72383,68427,48852,49829,56864,64429,82147,86196,85568,74845,67273,56919,43085,33738,26086,30125,0
260400299,1,18,1207996,1205027,1210979,1303530,1372264,1212286,1170159,1089266,923359,846596,737677,574115,454459,341205,250969,177202,87073,73047,0
260400299,2,18,1158031,1155534,1162502,1324200,1414976,1279986,1262637,1181896,994343,910485,805971,655527,528257,402814,307755,232120,121969,120346,0
263000099,1,18,438625,503431,557938,618074,629148,554243,500699,520825,521268,530291,534648,514305,476267,447393,356781,256771,163528,142340,0
263000099,2,18,418511,483811,529089,592210,616667,568955,546383,574620,571566,591954,622354,605944,569948,538776,438579,325579,230164,241456,0
278000099,1,17,146284,141796,137437,151977,175513,190374,164781,143273,132966,148847,134465,112262,90635,65987,43442,28390,28690,0,0
278000099,2,17,141475,137434,131496,148800,173757,187261,158012,139650,130462,145006,132086,111580,88669,70487,49158,35046,42699,0,0
285800099,1,18,591137,608600,648335,685608,665451,626863,596224,597724,554365,503885,494343,457038,384695,315246,250496,184715,125807,94732,0
285800099,2,18,564536,581691,620523,660038,648843,618522,599869,613178,574373,535338,533529,503888,441518,385187,334180,282052,227045,224746,0
312400199,1,18,690112,670576,612030,635747,737787,862864,884793,798070,739597,707036,741722,697661,551124,407625,274616,190512,134893,109005,0
312400199,2,18,659937,641741,585768,595767,678047,810022,854369,773475,703150,670288,713665,670068,541544,419190,295927,220679,172064,194866,0
312400299,1,18,584370,595429,602523,714821,830981,843298,836858,761822,771794,831860,910978,877985,780181,664284,472940,330438,235439,195540,0
312400299,2,18,549769,569733,572435,654918,763052,820964,832476,781627,808289,869710,940483,914585,814178,692857,499366,364097,277992,334130,0
312400399,1,18,215482,213422,206053,222230,247537,234598,225764,213242,211048,213181,234140,220866,187082,152062,107474,74833,53260,48507,0
312400399,2,18,203542,204709,194288,208502,233533,232059,226161,214406,209194,211038,231621,219333,192412,160563,117750,89374,72713,97277,0
312400599,1,18,89227,96145,97433,108109,116580,109542,110133,114945,125003,135753,155407,154149,140767,122238,85290,56682,36387,28463,0
312400599,2,18,86863,91751,93282,100853,107169,103866,110229,117205,127243,135958,156913,156640,145667,125980,89934,65355,49906,59266,0
312400799,1,18,18446,19622,20044,22846,23841,20496,19869,20796,22550,24821,28293,27553,25530,23106,15497,10542,7048,5045,0
312400799,2,18,17545,19634,19835,21979,22524,20556,21034,22547,23793,25746,29627,29296,27040,24122,16832,12414,9353,10472,0
312400899,1,18,60023,65990,67375,73593,77562,76737,75932,77982,87922,99346,107986,107544,103040,88475,60110,38628,23699,15848,0
312400899,2,18,56254,62390,63822,68041,72633,74555,78648,83375,92217,102683,109605,108954,104106,90346,62064,42885,30189,30506,0
312400999,1,18,5765,5514,5257,5367,6330,7069,7636,6682,6444,6901,8117,8214,6617,4722,2885,1578,786,568,0
312400999,2,18,5236,5045,4868,5024,5378,7150,7728,7100,7199,7041,8253,7559,5975,4074,2230,1366,993,834,0
312401099,1,18,1832447,1916013,1938957,2192019,2475299,2367994,2263005,2157887,2245250,2427855,2680351,2425592,2017988,1697180,1220067,877565,619998,506214,0
312401099,2,18,1750919,1844264,1852784,2058537,2298076,2304964,2327909,2291640,2348766,2473034,2690738,2488117,2149897,1845214,1371373,1051107,819222,952745,0
312401199,1,18,1132028,1109908,1023188,1127693,1347174,1324756,1390495,1421864,1324070,1391778,1603915,1579461,1369032,1151882,847844,561391,384373,294621,0
312401199,2,18,1083496,1069557,980835,1076482,1277242,1263491,1344235,1378115,1281496,1361270,1579940,1573859,1381195,1193369,919815,668802,533039,612637,0
312401299,1,18,196486,194470,178627,183826,206700,226280,218369,198504,180222,178058,200622,197073,167286,127716,90579,66691,49840,46947,0
312401299,2,18,188328,186655,170661,175969,194557,213741,209175,188543,172769,171568,196320,191723,163344,128858,95943,77632,65994,88727,0
384000010,1,18,38156099,39274811,40028957,40977345,43401174,43201908,41911921,39368410,39087536,41239156,43894874,43207194,37938153,31972527,22975388,15687012,10628374,9636368,0
384000010,2,18,36401167,37514908,38219534,38944555,40958320,41107184,40380309,38330095,38539243,40988040,44542636,44790516,40460872,34905683,26261699,19236526,14625493,17917184,0
384000030,1,18,8564344,8724767,8557046,8864034,9636453,8667254,7504404,6867156,6553229,6622800,6736801,6207116,4886057,3540889,2267202,1481120,901411,697569,0
384000030,2,18,8272360,8447795,8289633,8568337,9365569,8859177,8081233,7619486,7391190,7459350,7651434,7215658,5987875,4569076,3142424,2255502,1588777,1663986,0
384000099,1,18,50845045,52235873,52726921,53982198,57825219,57007367,54386854,50799377,50013995,51800514,54224972,52578926,45428255,37546672,26623924,18110752,12105410,10818175,0
384000099,2,18,48607328,50066828,50583111,51552971,54916532,55163551,53758747,50939535,50746834,52797108,56213166,55670099,49592694,41961614,31093025,22682677,17032862,20417605,0
384000210,1,18,419758,409053,402603,384318,414669,567902,589030,526825,511563,534508,530462,496235,422976,345791,239884,157329,109120,115492,0
384000210,2,18,402723,392696,389157,376392,399823,519878,534320,479896,466800,487192,495392,479175,432615,375888,275197,191038,146056,210502,0
384000229,1,18,174103,185459,178390,171191,197710,269001,266735,248629,243489,216233,205056,191067,171024,135079,85593,66110,48209,44452,0
384000229,2,18,164488,175536,172342,165225,199826,281712,299563,284275,273447,247552,239339,226791,206828,167875,109201,87862,68447,77514,0
384000230,1,18,64822,68960,70235,73805,79894,82147,72753,67267,63267,67575,71582,68628,55623,40913,26672,18186,11272,10157,0
384000230,2,18,62576,67021,67017,70946,78778,83432,77258,72107,70098,70900,75074,72609,63121,50013,34527,24733,17651,22812,0
384000250,1,18,185579,185965,175319,166913,175870,198326,202265,188879,172124,154813,129743,100583,71622,47486,30181,21387,15211,14197,0
384000250,2,18,178102,179665,171414,164672,169791,178445,179499,169025,157208,140364,123656,102321,78235,56933,40824,31686,24299,26814,0
384000260,1,18,234179,223088,227284,217405,238799,369576,386765,337946,339439,379695,400719,395652,351354,298305,209703,135942,93909,101295,0
384000260,2,18,224621,213031,217743,211720,230032,341433,354821,310871,309592,346828,371736,376854,354380,318955,234373,159352,121757,183688,0
384000299,1,18,665872,674164,661584,639494,703738,932943,942311,855631,829887,829423,816746,763529,655324,525637,354344,243120,169436,170963,0
384000299,2,18,637350,644963,638414,622823,689389,896480,922933,847196,820427,814845,818819,786341,708520,597959,421549,305417,233324,312265,0
384000310,1,18,1238407,1217276,1200454,1271306,1403778,1545087,1428780,1303813,1273619,1280271,1218376,1095250,888955,673132,466525,323309,229261,231303,0
384000310,2,18,1183585,1163492,1152743,1227409,1368515,1449023,1325957,1235259,1230443,1228305,1189983,1109420,943873,759200,562349,418240,324941,414674,0
384000320,1,18,60222,45892,53275,70660,89598,97798,87287,69648,83710,74817,81207,86400,81223,57903,37448,31368,26707,25522,0
384000320,2,18,53500,47635,50612,60928,94425,102442,97288,82437,97552,92428,104358,107427,99308,71210,47965,35757,29220,38147,0
384000322,1,18,30823,23105,24137,27577,36738,38625,41882,35285,44360,35038,36368,46880,24670,25442,22898,16708,9668,7210,0
384000322,2,18,29667,19463,24258,21935,33417,46162,43337,42435,59062,41602,48345,53453,36312,30442,27755,22622,14848,14927,0
384000323,1,18,52262,47618,43872,51503,61390,84352,71093,56900,64405,57692,59200,50325,53747,45883,24858,20317,10542,7925,0
384000323,2,18,42990,39317,45863,48802,60760,73213,77863,68100,76953,75267,71070,80943,72458,60027,47497,32540,20458,20650,0
384000329,1,18,215203,191523,197691,222568,270267,324892,300510,271343,267311,256725,258976,253315,222384,179571,124328,90965,61999,62674,0
384000329,2,18,198516,179455,187513,214334,261839,334526,329679,311098,321568,306916,314636,315046,279560,225020,158256,120807,90842,106882,0
384000330,1,18,144351,155388,156756,170556,192976,201969,166182,145132,140614,155555,165401,154723,117482,85639,59467,44638,28237,22443,0
384000330,2,18,138346,149784,150386,166679,195413,209315,177674,164242,160402,178834,189391,177209,143287,114193,85315,65800,46796,49504,0
384000350,1,18,922828,924856,902632,946274,1006202,976725,883648,832723,813272,770880,657238,529266,390586,268311,174217,116297,78199,69263,0
384000350,2,18,883485,888858,871829,914579,975581,907744,829686,811833,808295,754880,666194,574214,451947,332328,233880,169548,123955,130064,0
384000360,1,18,315579,292420,297822,325032,397576,568362,545132,471090,460347,509391,561138,565984,498369,404821,292308,207012,151062,162040,0
384000360,2,18,300100,274634,280914,312830,392934,541279,496271,423426,422148,473425,523789,535206,491926,426872,328469,248692,200986,284610,0
384000399,1,18,1617803,1595127,1586852,1699374,1906558,2113926,1933436,1754859,1713635,1723427,1671622,1527124,1245658,949477,657331,463154,322069,318672,0
384000399,2,18,1540148,1522441,1522267,1642018,1863450,2030268,1867524,1742472,1742522,1743702,1721990,1625623,1384735,1111276,814511,610751,466530,575059,0
384000410,1,18,370544,405638,453988,506035,495144,432761,422676,405132,433201,517519,578886,573393,481650,385869,279685,183990,134052,142621,0
384000410,2,18,353043,387416,431907,485042,457686,402238,419649,410630,447891,540542,606045,599553,512542,427980,325543,236230,195807,285385,0
384000430,1,18,74345,85531,87467,96167,100640,88062,75388,68718,66422,68852,67748,58284,42444,30323,20960,13759,8174,6520,0
384000430,2,18,72394,82107,84191,90569,94545,88033,82049,79681,77458,81505,79853,67890,51710,41462,30535,21912,14796,14825,0
384000499,1,18,477208,526400,575831,636189,633074,564230,544114,515970,538598,620328,675615,654670,541388,428845,309681,203935,145429,151541,0
384000499,2,18,456647,504744,551285,610787,587896,533922,548420,535174,568027,658724,716906,692918,583957,485139,366848,264602,214837,304046,0
384000510,1,18,289323,300049,299582,283853,279600,331070,332873,323587,331860,340347,333181,302222,246981,198182,130231,79295,51424,47086,0
384000510,2,18,276435,286908,289581,268281,263797,315539,317936,307521,315858,324162,328879,308418,264079,222304,150859,102201,76327,93939,0
384000530,1,18,280474,293132,294686,292144,287664,283924,261140,249424,244943,240424,226753,191205,144439,102702,61182,35716,18656,12811,0
384000530,2,18,275494,286329,288801,292702,308743,330940,324773,318907,312823,297488,282746,243403,198537,148615,89679,57142,36618,35854,0
384000599,1,18,624266,646883,646976,628770,625067,680723,664465,635272,640469,637655,607470,531736,420106,321512,206017,124519,75060,62955,0
384000599,2,18,604524,625214,631373,609833,624838,714176,714253,694738,699492,681283,660262,592560,495251,395007,256604,169760,118482,134130,0
384000699,1,18,504259,525213,521613,548083,598674,499369,507183,478639,448971,472599,521673,536138,482430,382146,264486,192276,135774,130746,0
384000699,2,18,482248,500859,498412,521955,558918,470988,486479,462980,439080,464664,525346,543523,489747,403158,298978,239124,195330,264167,0
384000710,1,18,65666,58999,52969,53954,66027,98777,100991,82982,74029,76334,82870,84210,77208,62749,43351,27713,19017,18709,0
384000710,2,18,62043,56343,51052,51892,65465,98424,94412,74847,67216,70953,80574,85508,79794,68424,49985,35843,28520,37282,0
384000730,1,18,68031,69433,67229,63413,68082,68687,59997,50335,45568,47430,54115,56501,47971,34356,20750,13396,7763,6158,0
384000730,2,18,65140,69251,65387,62613,75327,83922,74842,63450,57241,59869,67443,67806,59014,44100,28837,20547,13944,13843,0
384000799,1,18,139808,134623,125552,122780,141036,176069,169402,140967,126655,130377,143346,146722,130457,100809,66309,42559,27607,25595,0
384000799,2,18,133291,131315,121959,119598,147830,191530,177933,145909,131538,137159,153807,159250,144071,116353,81171,57899,43520,52241,0
384000810,1,18,371075,385728,422838,417482,405108,429066,409316,394503,420135,473253,521550,520032,441350,346251,240774,157332,110068,112978,0
384000810,2,18,350968,369849,401344,391256,388359,408771,398805,390636,416186,472260,524254,536279,462473,380870,282331,206747,167633,220368,0
384000830,1,18,186341,181555,183747,187445,201769,174247,130993,128363,141484,143543,141216,141669,118038,90504,58790,35927,24261,23772,0
384000830,2,18,180053,175794,177339,184740,210545,197346,161591,165114,184966,181111,175032,177336,157889,126725,82992,56724,44828,52190,0
384000899,1,18,592498,607438,647740,640357,643982,646684,583536,564213,605279,655807,694962,688369,579312,453107,311153,200855,137894,139483,0
384000899,2,18,564883,584680,619182,610277,633935,648903,605356,601383,647636,691746,731799,740439,643770,527603,378839,272043,216834,277438,0
384000910,1,18,261499,287493,288747,290361,313727,295278,290832,262067,247841,253952,285071,294919,274932,244774,174763,120585,79862,66364,0
384000910,2,18,250133,276181,278716,275778,289604,274668,276940,254854,248536,259409,297622,318215,304319,266194,194417,140221,100026,107571,0
384000942,1,18,57568,51952,48722,46820,49983,49557,42339,37006,33007,31763,32402,29232,22757,16524,10946,7256,4471,3132,0
384000942,2,18,55693,50731,47875,46453,49688,48248,42583,37979,35100,34350,36887,33449,27582,20750,14572,10859,7353,6123,0
384000950,1,18,173633,195825,195129,190992,194586,173155,168169,152232,140180,134881,137557,125980,103211,83566,57078,41381,27024,21171,0
384000950,2,18,168151,189674,189926,186010,186461,163137,162942,150404,142881,138633,143689,135284,113771,93503,67014,51605,36508,34886,0
384000960,1,18,87866,91668,93618,99369,119141,122123,122663,109835,107661,119071,147514,168939,171721,161208,117685,79204,52838,45193,0
384000960,2,18,81982,86507,88790,89768,103143,111531,113998,104450,105655,120776,153933,182931,190548,172691,127403,88616,63518,72685,0
384000999,1,18,338674,360622,357302,358196,390285,369029,355043,317442,297295,301416,332723,338434,309471,269811,191200,131427,86438,71169,0
384000999,2,18,323986,347282,346493,341423,360418,343493,339223,310932,300795,309002,350147,366083,344339,296626,215177,155452,110704,116994,0
384001299,1,18,651827,670749,649585,590617,637103,570811,563741,549810,460468,397669,380672,371288,322453,254803,178898,123026,82983,70837,0
384001299,2,18,618190,634206,616585,566821,614045,547707,547825,530231,443106,385231,383550,382603,336415,272538,200623,143126,103269,105853,0
384001399,1,18,769856,766336,737180,737707,869730,998151,973287,875779,825139,834166,848196,831356,727444,586549,399162,251891,163856,154297,0
384001399,2,18,734287,732857,706753,697700,783338,927801,928354,842688,802606,816937,849964,858388,783895,648006,448293,299981,218405,283083,0
384001510,1,18,938815,982032,1037891,1058374,1025681,1013616,999222,982829,1024827,1155134,1263873,1218289,1014088,818466,583421,397576,288768,290464,0
384001510,2,18,898668,936477,992160,993355,970360,938883,966252,971168,1029560,1187152,1302407,1269209,1085373,919618,703176,524247,432003,586283,0
384001530,1,18,248905,245329,250836,260805,282393,254360,225017,215152,217396,225531,225080,195327,143151,105513,72701,49396,30831,22816,0
384001530,2,18,241316,239806,239953,253039,271045,257265,243409,242400,247587,262086,261238,232352,185193,147025,108183,81196,56225,55463,0
384001599,1,18,1337485,1389915,1444507,1460242,1445801,1434446,1422651,1400316,1437642,1548119,1637408,1544051,1261596,1005476,713447,485978,340271,328433,0
384001599,2,18,1282466,1335520,1385742,1382961,1376814,1367684,1420445,1428006,1480835,1627494,1722369,1644734,1386727,1159270,876489,649366,515469,665623,0
384001610,1,18,2055707,1995614,2040251,2188673,2372031,2527116,2387775,2155815,2127234,2343306,2510822,2459137,2132750,1762821,1239072,862986,624828,620422,0
384001610,2,18,1960584,1903224,1941967,2098993,2302032,2473760,2322446,2103078,2110584,2359670,2574775,2563187,2291871,1980643,1488017,1126799,908947,1225439,0
384001629,1,18,280188,247996,244010,258238,321522,378660,356874,319446,302638,287175,282192,265835,221947,168431,107865,77941,48360,38163,0
384001629,2,18,261985,233794,235347,255188,336927,425308,409760,372371,348894,325498,314623,288084,241264,189388,124648,93522,62253,62043,0
384001630,1,18,627034,611686,616069,655410,748145,727269,605667,539304,514611,550994,567374,508042,395087,292298,202728,137405,83685,69886,0
384001630,2,18,605704,591732,598459,641178,754516,753318,672978,628141,615851,661609,690324,631913,514930,410748,314418,231477,161112,178938,0
384001699,1,18,2997925,2897856,2943103,3145992,3490740,3684118,3397517,3056826,2983882,3219904,3394704,3261417,2770852,2238928,1559347,1085004,760626,732176,0
384001699,2,18,2862345,2770360,2817896,3037516,3440151,3698095,3447983,3143789,3113395,3384685,3615956,3514674,3072553,2599178,1939940,1461366,1138722,1473641,0
384001999,1,18,709914,718334,725848,734786,805314,738163,706278,696219,698995,721753,766053,745991,659519,550282,382227,257772,160197,126720,0
384001999,2,18,672115,687059,692408,696240,752892,717150,698715,693548,698546,731518,795098,794459,716117,608736,448449,328625,237352,262042,0
384002010,1,18,3364643,3476586,3519417,3499082,3750389,3853262,3834808,3589643,3481983,3657414,3861226,3827930,3351561,2720598,1891385,1250393,858610,838166,0
384002010,2,18,3204595,3317018,3362036,3339098,3502676,3604476,3647072,3438631,3361851,3566528,3855125,3908154,3506704,2942837,2139312,1525983,1181385,1557596,0
384002030,1,18,756720,777313,769933,782297,832285,775531,671139,628744,616018,611420,592887,534916,415934,299687,188407,116159,69860,59151,0
384002030,2,18,734321,752457,744470,758923,820066,818614,753230,726651,722932,700486,679839,622002,518732,400570,257763,174792,124004,136340,0
384002099,1,18,4859522,4999353,5008998,4981993,5376827,5538661,5390427,5024539,4864027,4969183,5106757,4947207,4256203,3413184,2347459,1554654,1056291,1022128,0
384002099,2,18,4644298,4784371,4807805,4771558,5072576,5329544,5336582,5047892,4933095,5041016,5266578,5200385,4614640,3825142,2731169,1950975,1496157,1921246,0
384002210,1,18,460313,459679,455815,444855,497447,539400,530015,480627,454652,476173,521068,525879,466021,387564,277282,189436,123917,102492,0
384002210,2,18,438820,439166,434121,422204,473178,519713,507395,457847,443347,472740,528935,542150,489356,420316,319600,237338,178609,194415,0
384002230,1,18,306926,310080,304301,299642,326559,294391,262443,225175,198983,204317,220945,218593,180687,131923,81800,52082,31341,24282,0
384002230,2,18,299068,302971,293898,293199,334860,309626,288593,257211,227928,238869,259110,256104,220499,165510,111917,80220,55331,55211,0
384002299,1,18,791382,792884,781585,765592,853583,862045,819362,730094,676559,701384,761338,762205,661473,530525,365677,245888,157667,128842,0
384002299,2,18,760961,764225,749527,735985,833203,857053,823400,740372,694643,732684,807755,817193,726315,598544,439223,322563,237204,252928,0
384002410,1,18,10558618,10774773,10871277,11029022,11841208,11887060,11450626,10712393,10525003,11033806,11502751,11126338,9557896,7835004,5515024,3710688,2536520,2382399,0
384002410,2,18,10081841,10292177,10401310,10489245,11046921,11092677,10852296,10309091,10281544,10855023,11541361,11419296,10125851,8570131,6359465,4602558,3520503,4405128,0
384002429,1,18,1500496,1568178,1553492,1549404,1750696,2011262,1959243,1819317,1782434,1634099,1524210,1380559,1166526,933714,647722,459037,301138,282725,0
384002429,2,18,1415344,1500160,1502528,1482936,1661937,2026616,2116103,2032565,2019901,1847909,1734533,1621077,1422821,1153439,804508,595658,438877,489840,0
